timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777238776078,5,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-10,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,5,0,1
1777238776317,9,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-11,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,9,0,2
1777238776327,15,GET /restaurants (search),200,OK,Week4 Load Group 1-11,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,15,0,1
1777238776343,3,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-11,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,3,0,0
1777238776346,5,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-11,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,5,0,1
1777238776352,13,GET /restaurants (search),200,OK,Week4 Load Group 1-11,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,13,0,1
1777238776366,3,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-11,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,3,0,0
1777238776619,8,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-12,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,8,0,1
1777238776629,20,GET /restaurants (search),200,OK,Week4 Load Group 1-12,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,20,0,1
1777238776650,6,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-12,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,6,0,1
1777238776657,9,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-12,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,9,0,1
1777238776666,19,GET /restaurants (search),200,OK,Week4 Load Group 1-12,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,19,0,1
1777238776685,6,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-12,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,5,0,1
1777238776919,8,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-13,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,8,0,1
