timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777239468251,667,POST /auth/user/login,200,OK,Week4 Load Group 1-14,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,667,0,1
1777239468920,41,GET /restaurants (search),200,OK,Week4 Load Group 1-14,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,41,0,1
1777239468962,22,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-14,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,22,0,1
1777239468705,536,POST /auth/user/login,200,OK,Week4 Load Group 1-15,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,535,0,1
1777239469242,20,GET /restaurants (search),200,OK,Week4 Load Group 1-15,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,20,0,1
1777239469263,16,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-15,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,15,0,1
1777239469155,519,POST /auth/user/login,200,OK,Week4 Load Group 1-16,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,519,0,1
1777239469675,17,GET /restaurants (search),200,OK,Week4 Load Group 1-16,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,16,0,1
1777239469692,13,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-16,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,13,0,1
1777239469607,490,POST /auth/user/login,200,OK,Week4 Load Group 1-17,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,490,0,1
1777239470098,24,GET /restaurants (search),200,OK,Week4 Load Group 1-17,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,24,0,1
1777239470124,14,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-17,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,14,0,1
1777239470055,497,POST /auth/user/login,200,OK,Week4 Load Group 1-18,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,497,0,1
1777239470556,37,GET /restaurants (search),200,OK,Week4 Load Group 1-18,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,37,0,1
1777239470594,19,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-18,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,19,0,1
1777239470506,505,POST /auth/user/login,200,OK,Week4 Load Group 1-19,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,505,0,2
1777239471012,33,GET /restaurants (search),200,OK,Week4 Load Group 1-19,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,32,0,1
1777239471046,12,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-19,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,12,0,0
1777239470951,499,POST /auth/user/login,200,OK,Week4 Load Group 1-20,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,498,0,0
1777239471451,19,GET /restaurants (search),200,OK,Week4 Load Group 1-20,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,19,0,1
